0,0,0,5261833
0,0,0,5299026
535428,4823969,559078,9915728
0,0,0,4658895
0,0,0,4661865
0,0,0,4675513
0,0,0,4610660
534335,4630716,556683,9942242
0,0,0,4784640
0,0,0,4797246
0,0,0,4761877
0,0,0,5269126
859584,4992371,951575,11211041
528709,7926633,501312,14219112
572621,10826515,624087,18618915
470421,7398549,482037,13415422
471151,7490380,490372,13639353
978710,5805596,1158420,12391493
1015851,16473549,1070702,24173955
1071586,16852967,1153837,26224046
1178839,18942388,1202646,28112607
1104766,18040040,1181703,27220312
1540186,7782189,1813343,15423213
496049,8498212,503288,17007311
551159,8963006,547984,16432502
511258,8712875,544959,16395466
620388,10439540,680082,18866492
1601859,7915746,1292863,16068656
0,0,0,6203092
0,0,0,6273360
0,0,0,4993727
0,0,0,4847043
1073618,7533824,1175716,13838699
0,0,0,4773597
0,0,0,4796255
0,0,0,4767970
0,0,0,4777034
868125,4727185,939226,10277385
0,0,0,4684054
0,0,0,4640924
0,0,0,4664781
0,0,0,4613420
0,0,0,4030486
0,0,0,4018089
524492,4499084,536000,9687731
0,0,0,4660093
0,0,0,4671865
0,0,0,4614306
0,0,0,5001488
554285,4565864,535742,9909632
0,0,0,4816466
0,0,0,4769689
0,0,0,4754479
0,0,0,5140046
745716,6040832,805877,12019678
470735,7541899,488026,13660498
525743,8151136,529802,14454708
474326,7435949,481255,13634245
503602,8119156,545846,14820429
981522,6214499,1112633,12714551
1049033,16723994,1078258,24440858
1011631,16380877,1056067,25188344
1110030,17853137,1145085,26850835
1087683,16825149,1100236,25675433
1494399,9291274,1728384,16725450
478130,8357725,510634,16877448
509852,8585305,508708,15890298
535587,9404256,593093,16892554
610021,14498256,615020,22199234
1429860,6918071,1121801,13490790
0,0,0,4970338
0,0,0,4855168
0,0,0,4864648
0,0,0,4846937
1059501,6364257,1000277,12286739
0,0,0,4807402
0,0,0,4852563
0,0,0,4761771
0,0,0,4751978
917921,6112246,1027573,11943052
0,0,0,4610034
0,0,0,4611337
0,0,0,4604617
0,0,0,4600867
0,0,0,4383653
0,0,0,4362452
519698,4436160,532459,9518020
0,0,0,4748644
0,0,0,4707859
0,0,0,4624255
0,0,0,4633630
534492,4634621,524855,9923903
0,0,0,4791931
0,0,0,4748384
0,0,0,4765886
0,0,0,5014874
735922,4954345,769051,10797496
465418,7466316,483703,13669767
488185,7965074,520634,14231346
473549,7722018,489851,13907349
480942,7430372,507771,13617157
977877,6175376,1155922,12758043
1033199,18269745,1158160,26115638
1043568,16997664,1050387,25889726
1040700,16868952,1049657,25614068
1128727,18368978,1145036,27300416
1414806,8227134,1629309,15458472
477609,8215049,518449,16703361
499851,8527329,637576,15932904
577725,9571829,578194,17082001
608407,9488797,566006,17037204
1410066,6839467,1051065,13316444
0,0,0,5235890
0,0,0,4909340
0,0,0,4860792
0,0,0,4784064
1020281,5959570,990850,11916328
0,0,0,5007372
0,0,0,4753436
0,0,0,4950231
0,0,0,4987891
855518,4993933,990224,10967985
0,0,0,4734944
0,0,0,4673582
0,0,0,4667280
0,0,0,4625712
0,0,0,3978499
0,0,0,3966987
539074,4504290,531160,9648764
0,0,0,4670666
0,0,0,4610710
0,0,0,4745101
0,0,0,4993152
509695,4608733,533970,9929423
0,0,0,4730203
0,0,0,4763072
0,0,0,4821360
0,0,0,5201926
727379,4954240,768530,10817131
475995,7475844,501833,13660076
494278,7816927,506518,13922660
491986,7437351,482766,13626166
468493,7412764,493759,13554231
1060076,6497862,1263328,13280239
1064241,17174978,1101591,36652054
1036012,16482916,1067990,25230527
1011006,16355503,1058983,25057069
1092894,17578201,1141230,26557614
1419857,7796613,1719789,15057640
483702,9040566,507665,17698113
569703,8844030,562517,16387591
627158,9738356,567307,17301712
574132,9645064,568036,17243580
1455332,6513177,1116594,13166840
0,0,0,6561673
0,0,0,4925383
0,0,0,4863657
0,0,0,4846155
958500,5070556,961106,10954961
0,0,0,4807973
0,0,0,4727546
0,0,0,4776406
0,0,0,4789481
935839,4896472,976055,10611273
0,0,0,4698273
0,0,0,4606177
0,0,0,4656444
0,0,0,4668216
0,0,0,4103513
0,0,0,4061372
552305,4950386,650393,11540760
0,0,0,4707180
0,0,0,5133012
0,0,0,4608053
0,0,0,4616700
529280,4606388,537459,9955463
0,0,0,4819223
0,0,0,4798543
0,0,0,4929132
0,0,0,5358142
767123,5012266,805201,10975481
469744,7518818,483340,13664398
500112,7814478,577986,14149560
468391,7449068,482714,13577981
467347,7448706,491204,13595014
1065648,6974326,1214104,13635176
1063721,16750391,1159881,25154837
1394022,16470880,1253327,27753377
1779688,21209780,1761516,32663757
1707914,21049917,1745002,33223096
1794957,8928933,1990499,18112847
531833,8423562,535636,18892785
524127,8061330,509280,16683197
791606,10027918,795984,19251421
479486,8146495,516052,17538299
1896947,7809319,1419494,15910916
0,0,0,5353975
0,0,0,4843549
0,0,0,5132021
0,0,0,5095141
1190247,5869660,1095341,12119525
0,0,0,4787709
0,0,0,4740985
0,0,0,4748173
0,0,0,4737287
1016370,5552176,1182121,11592431
0,0,0,4612167
0,0,0,4587164
0,0,0,4632587
0,0,0,4759894
0,0,0,4040745
0,0,0,4465587
549337,4474440,530689,9620161
0,0,0,4657797
0,0,0,6172822
0,0,0,4646858
0,0,0,4617532
623044,4684778,586425,10141943
0,0,0,4779842
0,0,0,4745151
0,0,0,4699156
0,0,0,5136291
1270724,5356266,1041845,12000863
511208,7582573,525742,14144452
643827,7849532,519384,14854538
594498,7451727,503129,14427560
521263,7417449,514385,14087988
1511536,6990940,1372455,14247173
1676815,17245500,1708695,27608772
1769221,21012048,1733745,33684082
1723749,17041150,1755678,30540060
1684052,16981306,1661398,29501498
2106138,11089870,2228704,19663238
697634,8700574,664818,21362556
779781,9930928,719356,20341079
738993,8590454,667945,20146785
763061,9812162,681331,20146472
2156300,7706546,1304428,15242188
0,0,0,6058537
0,0,0,5373768
0,0,0,5390177
0,0,0,5357464
1253118,5902009,1150451,12289387
0,0,0,4779947
0,0,0,4751142
0,0,0,4740619
0,0,0,4729472
1082734,6082394,1144096,12047014
0,0,0,4671652
0,0,0,4623261
0,0,0,4671391
0,0,0,4642690
0,0,0,3988601
0,0,0,3991206
679144,4545752,615229,9916236
0,0,0,4679257
0,0,0,4618468
0,0,0,4700718
0,0,0,4645971
610959,4631178,589654,10072765
0,0,0,4800833
0,0,0,5207654
0,0,0,5524670
0,0,0,5275839
1076378,5374029,989909,11757029
500113,7490529,485891,13701897
546108,8183529,582622,15224736
573247,7684928,485838,14607839
576528,7539598,485683,14253578
1635247,7030373,1506898,14543925
1535291,16749758,1738539,27277998
1677857,16937548,1653892,29517068
1746462,21091060,1739794,33859461
1662854,16985413,1675463,30350084
2153696,10180019,2241204,19083790
751181,8709897,692945,21361041
712325,8163579,636639,18271453
794621,8678592,746495,20439473
795095,11552109,856873,22171503
2111972,9801013,1312137,17267792
0,0,0,5957899
0,0,0,5363297
0,0,0,5401635
0,0,0,5408979
1277183,5907373,1138572,12275787
0,0,0,4727543
0,0,0,5071178
0,0,0,4708010
0,0,0,4713895
1182171,6172769,1194257,12387883
0,0,0,5018463
0,0,0,4732283
0,0,0,4670349
0,0,0,4647690
0,0,0,3965160
0,0,0,3985840
662163,4487203,571215,9771738
0,0,0,4802448
0,0,0,5006430
0,0,0,4918034
0,0,0,27921404
630336,4612687,583350,9979055
0,0,0,4863132
0,0,0,4716396
0,0,0,4990908
0,0,0,4761245
924799,5387570,1001629,11518666
472349,7418280,486881,13475878
620802,8276455,544025,15419235
581372,7363116,486308,14133092
575382,7444013,487559,14153824
1312916,8415901,1366778,15477575
1784797,18232386,1665666,28525434
1668014,19307144,1618474,31902920
1675617,17849840,1724683,30527287
1754115,17899064,1622067,30518744
2330485,12185724,2378828,21133510
713419,8935755,671432,21591846
673047,8103416,660079,18240821
858852,10523284,747382,21673779
769622,8534870,676436,18970436
2426225,11230297,1601595,19428668
0,0,0,6189123
0,0,0,7879584
0,0,0,5472944
0,0,0,5410280
1272184,5937165,1176805,12320582
0,0,0,4841566
0,0,0,4709884
0,0,0,4773381
0,0,0,4736293
1083930,5476121,1158575,11650189
0,0,0,4739679
0,0,0,4617373
0,0,0,4695559
0,0,0,4622946
0,0,0,4066005
0,0,0,4019281
657734,4494597,596738,9805335
0,0,0,4641178
0,0,0,4618466
0,0,0,4658836
0,0,0,4654252
675811,4698788,574497,10302268
0,0,0,4741554
0,0,0,4764213
0,0,0,5072531
0,0,0,4769110
962823,6906500,1006735,13202718
515375,7587258,501884,13762941
626690,8400271,616116,15667908
551683,7501726,488913,14213308
544231,8093256,484120,14823327
1380165,8999457,1492626,16345072
1967841,25028450,2077955,37401433
1712756,21161170,1764530,34655585
1722600,21430832,1725620,34884617
1729997,21202781,1760368,34700168
2145830,14145745,2306001,24024264
725868,8664208,639918,21708310
727434,8376464,713000,18696390
678883,8392821,662944,18592055
814575,9502068,790822,20036445
2100925,7838537,1307758,15240719
0,0,0,6215322
0,0,0,5587019
0,0,0,5649630
0,0,0,5397569
1263485,5935550,1123882,12299744
0,0,0,4793330
0,0,0,4745512
0,0,0,4720092
0,0,0,4908657
1080442,5544617,1137583,11589868
0,0,0,4697330
0,0,0,4620289
0,0,0,4596849
0,0,0,4634978
0,0,0,4165547
0,0,0,4130648
649972,4516997,585122,9850130
0,0,0,4615862
0,0,0,4642895
0,0,0,4601537
0,0,0,4770984
636273,4880998,604133,10453586
0,0,0,4788382
0,0,0,4717176
0,0,0,5112952
0,0,0,4911313
912712,5405644,947768,11531632
491465,7753318,535634,14367750
543812,8206914,533606,15067885
508708,7454376,543398,14175488
595905,7476826,496517,14176946
1271506,7008228,1496637,14146159
1617955,17036448,1739529,27415026
1668379,17079266,1688169,29594192
1735207,20953323,1715359,33730255
1665405,16946232,1751874,30358501
2327203,10182043,2446437,19154202
770663,8803441,688574,21597825
687894,8110286,691700,18269461
688260,8934966,822703,19762451
803378,9695735,736075,20172968
2103531,9465240,1393186,17048327
0,0,0,5954822
0,0,0,5331883
0,0,0,5316413
0,0,0,5382671
1427046,6840499,1231500,13502957
0,0,0,4814530
0,0,0,4713216
0,0,0,4746709
0,0,0,4729311
1128051,6166879,1260617,12399129
0,0,0,4746032
0,0,0,4660501
0,0,0,4603672
0,0,0,4578877
